11/25-06:44:37.319135  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:1080
11/25-06:44:37.319162  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:5269
11/25-06:44:37.322290  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:5915
11/25-06:44:37.322323  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:31038
11/25-06:44:37.322345  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:3737
11/25-06:44:37.322369  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:109
11/25-06:44:37.322393  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:90
11/25-06:44:37.322418  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:5405
11/25-06:44:37.322442  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:5222
11/25-06:44:37.322466  [**] [1:1000002:1] [LAB] TCP SYN Scan Detected [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.100.20:37501 -> 192.168.100.10:3476
